
KRAS_mut,coding variant,
LAMA2_mut,coding variant,
LARP4B_mut,coding variant,
LIMA1_mut,coding variant,
LNPEP_mut,coding variant,
LPHN2_mut,coding variant,
LRP6_mut,coding variant,
LRPPRC_mut,coding variant,
MACF1_mut,coding variant,
MAGI2_mut,coding variant,
MAP2K4_mut,coding variant,
MAP3K1_mut,coding variant,
MAP3K4_mut,coding variant,
MAP4K3_mut,coding variant,
MECOM_mut,coding variant,
MED12_mut,coding variant,
MED23_mut,coding variant,
MED24_mut,coding variant,
MEN1_mut,coding variant,
MET_mut,coding variant,
MGA_mut,coding variant,
MKL1_mut,coding variant,
MLH1_mut,coding variant,
MLH3_mut,coding variant,
MLL2_mut,coding variant,
MLL3_mut,coding variant,
MLLT4_mut,coding variant,
MLL_mut,coding variant,
MSR1_mut,coding variant,
MTOR_mut,coding variant,
MYC_mut,coding variant,
MYH11_mut,coding variant,
MYH14_mut,coding variant,
MYH9_mut,coding variant,
NCOR1_mut,coding variant,
NCOR2_mut,coding variant,
NF1_mut,coding variant,
NF2_mut,coding variant,
NFE2L2_mut,coding variant,
NOTCH1_mut,coding variant,
NOTCH2_mut,coding variant,
NR4A2_mut,coding variant,
NRAS_mut,coding variant,
NSD1_mut,coding variant,
NUP93_mut,coding variant,
NUP98_mut,coding variant,
PABPC3_mut,coding variant,
PBRM1_mut,coding variant,
PCDH18_mut,coding variant,
PCSK5_mut,coding variant,
PGR_mut,coding variant,
PHF6_mut,coding variant,
PHLPP1_mut,coding variant,
PIK3C2B_mut,coding variant,
PIK3CA_mut,coding variant,
PIK3CB_mut,coding variant,
PIK3R1_mut,coding variant,
PLCB1_mut,coding variant,
PLXNA1_mut,coding variant,
PLXNB2_mut,coding variant,
POLR2B_mut,coding variant,
PPP2R1A_mut,coding variant,
PSIP1_mut,coding variant,
PTCH1_mut,coding variant,
PTEN_mut,coding variant,
PTPN11_mut,coding variant,
PTPRU_mut,coding variant,
RAC1_mut,coding variant,
RAD21_mut,coding variant,
RASA1_mut,coding variant,
RASA2_mut,coding variant,
RB1_mut,coding variant,
RBM10_mut,coding variant,
RBM5_mut,coding variant,
RGS3_mut,coding variant,
RHOA_mut,coding variant,
RNF43_mut,coding variant,
ROBO2_mut,coding variant,
RPGR_mut,coding variant,
RPL5_mut,coding variant,
RTN4_mut,coding variant,
RUNX1_mut,coding variant,
SACS_mut,coding variant,
SCAI_mut,coding variant,
SEC31A_mut,coding variant,
SETD2_mut,coding variant,
SETDB1_mut,coding variant,
SIN3A_mut,coding variant,
SMAD2_mut,coding variant,
SMAD4_mut,coding variant,
SMARCA1_mut,coding variant,
SMARCA4_mut,coding variant,
SMARCB1_mut,coding variant,
SOS1_mut,coding variant,
SOS2_mut,coding variant,
SOX9_mut,coding variant,
SPOP_mut,coding variant,
SPTAN1_mut,coding variant,
SRGAP1_mut,coding variant,
SRGAP3_mut,coding variant,
STAG1_mut,coding variant,
STAG2_mut,coding variant,
STIP1_mut,coding variant,
STK11_mut,coding variant,
SVEP1_mut,coding variant,
TAF1_mut,coding variant,
TAOK1_mut,coding variant,
TBX3_mut,coding variant,
TCF12_mut,coding variant,
TCF4_mut,coding variant,
TCF7L2_mut,coding variant,
TET2_mut,coding variant,
THRAP3_mut,coding variant,
TJP1_mut,coding variant,
TJP2_mut,coding variant,
TNPO1_mut,coding variant,
TP53BP1_mut,coding variant,
TP53_mut,coding variant,
TRIO_mut,coding variant,
TSC1_mut,coding variant,
U2AF1_mut,coding variant,
UPF3B_mut,coding variant,
USP6_mut,coding variant,
VHL_mut,coding variant,
WHSC1L1_mut,coding variant,
WHSC1_mut,coding variant,
WNK1_mut,coding variant,
WT1_mut,coding variant,
XPO1_mut,coding variant,
XRN1_mut,coding variant,
ZC3H11A_mut,coding variant,
ZFHX3_mut,coding variant,
ZFP36L1_mut,coding variant,
ZFP36L2_mut,coding variant,
ZMYM2_mut,coding variant,
ZNF292_mut,coding variant,
ZNF638_mut,coding variant,
ZNRF3_mut,coding variant,
cnaPANCAN1,copy number alteration,CCNE1
cnaPANCAN10,copy number alteration,CIC
cnaPANCAN100,copy number alteration,
cnaPANCAN101,copy number alteration,
cnaPANCAN102,copy number alteration,
cnaPANCAN103,copy number alteration,
cnaPANCAN104,copy number alteration,
cnaPANCAN106,copy number alteration,
cnaPANCAN107,copy number alteration,
cnaPANCAN108,copy number alteration,CYLD
cnaPANCAN109,copy number alteration,
cnaPANCAN11,copy number alteration,
cnaPANCAN110,copy number alteration,
cnaPANCAN111,copy number alteration,
cnaPANCAN112,copy number alteration,CREBBP
cnaPANCAN113,copy number alteration,
cnaPANCAN114,copy number alteration,
cnaPANCAN115,copy number alteration,
cnaPANCAN116,copy number alteration,
cnaPANCAN117,copy number alteration,CYLD
cnaPANCAN118,copy number alteration,
cnaPANCAN119,copy number alteration,
cnaPANCAN12,copy number alteration,
cnaPANCAN120,copy number alteration,
cnaPANCAN121,copy number alteration,"CARD11,PMS2,RAC1"
cnaPANCAN122,copy number alteration,
cnaPANCAN123,copy number alteration,
cnaPANCAN124,copy number alteration,EGFR
cnaPANCAN125,copy number alteration,
cnaPANCAN126,copy number alteration,
cnaPANCAN127,copy number alteration,
cnaPANCAN128,copy number alteration,
cnaPANCAN129,copy number alteration,MET
cnaPANCAN13,copy number alteration,
cnaPANCAN130,copy number alteration,
cnaPANCAN131,copy number alteration,
cnaPANCAN132,copy number alteration,
cnaPANCAN133,copy number alteration,
cnaPANCAN134,copy number alteration,
cnaPANCAN135,copy number alteration,
cnaPANCAN136,copy number alteration,
cnaPANCAN137,copy number alteration,POT1
cnaPANCAN138,copy number alteration,
cnaPANCAN139,copy number alteration,
cnaPANCAN14,copy number alteration,
cnaPANCAN140,copy number alteration,FANCG
cnaPANCAN141,copy number alteration,GNAQ
cnaPANCAN142,copy number alteration,
cnaPANCAN143,copy number alteration,NOTCH1
cnaPANCAN144,copy number alteration,"CDKN2A,JAK2"
cnaPANCAN145,copy number alteration,"FANCG,PAX5"
cnaPANCAN146,copy number alteration,GNAQ
cnaPANCAN147,copy number alteration,
cnaPANCAN148,copy number alteration,
cnaPANCAN149,copy number alteration,
cnaPANCAN15,copy number alteration,
cnaPANCAN150,copy number alteration,
cnaPANCAN151,copy number alteration,
cnaPANCAN152,copy number alteration,
cnaPANCAN153,copy number alteration,ABL1
cnaPANCAN154,copy number alteration,
cnaPANCAN155,copy number alteration,
cnaPANCAN156,copy number alteration,
cnaPANCAN157,copy number alteration,
cnaPANCAN158,copy number alteration,
cnaPANCAN159,copy number alteration,
cnaPANCAN16,copy number alteration,
cnaPANCAN160,copy number alteration,
cnaPANCAN161,copy number alteration,NOTCH1
cnaPANCAN162,copy number alteration,
cnaPANCAN163,copy number alteration,
cnaPANCAN164,copy number alteration,KRAS
cnaPANCAN165,copy number alteration,CDK4
cnaPANCAN166,copy number alteration,MDM2
cnaPANCAN167,copy number alteration,
cnaPANCAN168,copy number alteration,
cnaPANCAN169,copy number alteration,
cnaPANCAN17,copy number alteration,
cnaPANCAN170,copy number alteration,
cnaPANCAN171,copy number alteration,
cnaPANCAN172,copy number alteration,
cnaPANCAN173,copy number alteration,
cnaPANCAN174,copy number alteration,
cnaPANCAN175,copy number alteration,
cnaPANCAN176,copy number alteration,TERT
cnaPANCAN177,copy number alteration,IL7R
cnaPANCAN178,copy number alteration,
cnaPANCAN179,copy number alteration,
cnaPANCAN18,copy number alteration,
cnaPANCAN180,copy number alteration,
cnaPANCAN181,copy number alteration,
cnaPANCAN182,copy number alteration,
cnaPANCAN183,copy number alteration,
cnaPANCAN184,copy number alteration,APC
cnaPANCAN185,copy number alteration,
cnaPANCAN186,copy number alteration,
cnaPANCAN187,copy number alteration,
cnaPANCAN188,copy number alteration,
cnaPANCAN189,copy number alteration,
cnaPANCAN19,copy number alteration,
cnaPANCAN190,copy number alteration,FGFR3
cnaPANCAN191,copy number alteration,PDGFRA
cnaPANCAN192,copy number alteration,PDGFRA
cnaPANCAN193,copy number alteration,
cnaPANCAN194,copy number alteration,FGFR3
cnaPANCAN195,copy number alteration,
cnaPANCAN196,copy number alteration,
cnaPANCAN197,copy number alteration,
cnaPANCAN198,copy number alteration,
cnaPANCAN199,copy number alteration,
cnaPANCAN2,copy number alteration,STK11
cnaPANCAN20,copy number alteration,
cnaPANCAN200,copy number alteration,
cnaPANCAN201,copy number alteration,
cnaPANCAN202,copy number alteration,
cnaPANCAN203,copy number alteration,
cnaPANCAN204,copy number alteration,
cnaPANCAN205,copy number alteration,
cnaPANCAN206,copy number alteration,
cnaPANCAN207,copy number alteration,
cnaPANCAN208,copy number alteration,
cnaPANCAN209,copy number alteration,
cnaPANCAN21,copy number alteration,
cnaPANCAN210,copy number alteration,
cnaPANCAN211,copy number alteration,
cnaPANCAN212,copy number alteration,
cnaPANCAN213,copy number alteration,
cnaPANCAN214,copy number alteration,
cnaPANCAN215,copy number alteration,
cnaPANCAN216,copy number alteration,
cnaPANCAN217,copy number alteration,
cnaPANCAN218,copy number alteration,
cnaPANCAN219,copy number alteration,
cnaPANCAN22,copy number alteration,
cnaPANCAN220,copy number alteration,HIST1H3B
cnaPANCAN221,copy number alteration,
cnaPANCAN222,copy number alteration,
cnaPANCAN223,copy number alteration,
cnaPANCAN224,copy number alteration,
cnaPANCAN225,copy number alteration,
cnaPANCAN226,copy number alteration,
cnaPANCAN227,copy number alteration,
cnaPANCAN228,copy number alteration,
cnaPANCAN229,copy number alteration,
cnaPANCAN23,copy number alteration,
cnaPANCAN230,copy number alteration,
cnaPANCAN231,copy number alteration,
cnaPANCAN232,copy number alteration,
cnaPANCAN233,copy number alteration,
cnaPANCAN234,copy number alteration,
cnaPANCAN235,copy number alteration,
cnaPANCAN236,copy number alteration,
cnaPANCAN237,copy number alteration,
cnaPANCAN238,copy number alteration,
cnaPANCAN239,copy number alteration,MITF
cnaPANCAN24,copy number alteration,
cnaPANCAN240,copy number alteration,
cnaPANCAN241,copy number alteration,
cnaPANCAN242,copy number alteration,
cnaPANCAN243,copy number alteration,
cnaPANCAN244,copy number alteration,
cnaPANCAN245,copy number alteration,
cnaPANCAN246,copy number alteration,SOX2
cnaPANCAN247,copy number alteration,
cnaPANCAN248,copy number alteration,
cnaPANCAN249,copy number alteration,
cnaPANCAN25,copy number alteration,
cnaPANCAN250,copy number alteration,
cnaPANCAN251,copy number alteration,
cnaPANCAN252,copy number alteration,
cnaPANCAN253,copy number alteration,
cnaPANCAN254,copy number alteration,
cnaPANCAN255,copy number alteration,
cnaPANCAN256,copy number alteration,CACNA1D
cnaPANCAN257,copy number alteration,
cnaPANCAN258,copy number alteration,
cnaPANCAN259,copy number alteration,
cnaPANCAN26,copy number alteration,
cnaPANCAN260,copy number alteration,
cnaPANCAN261,copy number alteration,
cnaPANCAN262,copy number alteration,
cnaPANCAN263,copy number alteration,
cnaPANCAN264,copy number alteration,
cnaPANCAN265,copy number alteration,
cnaPANCAN266,copy number alteration,
cnaPANCAN267,copy number alteration,
cnaPANCAN268,copy number alteration,
cnaPANCAN269,copy number alteration,
cnaPANCAN27,copy number alteration,GATA3
cnaPANCAN270,copy number alteration,JUN
cnaPANCAN271,copy number alteration,NOTCH2
cnaPANCAN272,copy number alteration,
cnaPANCAN273,copy number alteration,
cnaPANCAN274,copy number alteration,
cnaPANCAN275,copy number alteration,SDHC
cnaPANCAN276,copy number alteration,
cnaPANCAN277,copy number alteration,
cnaPANCAN278,copy number alteration,MDM4
cnaPANCAN279,copy number alteration,
cnaPANCAN28,copy number alteration,
cnaPANCAN280,copy number alteration,FH
cnaPANCAN281,copy number alteration,
cnaPANCAN282,copy number alteration,
cnaPANCAN283,copy number alteration,
cnaPANCAN284,copy number alteration,
cnaPANCAN285,copy number alteration,
cnaPANCAN286,copy number alteration,
cnaPANCAN287,copy number alteration,
cnaPANCAN288,copy number alteration,
cnaPANCAN289,copy number alteration,CDKN2C
cnaPANCAN29,copy number alteration,
cnaPANCAN290,copy number alteration,
cnaPANCAN291,copy number alteration,JAK1
cnaPANCAN292,copy number alteration,
cnaPANCAN293,copy number alteration,
cnaPANCAN294,copy number alteration,
cnaPANCAN295,copy number alteration,"ATP1A1,NRAS"
cnaPANCAN296,copy number alteration,
cnaPANCAN297,copy number alteration,
cnaPANCAN298,copy number alteration,
cnaPANCAN299,copy number alteration,
cnaPANCAN3,copy number alteration,GNA11
cnaPANCAN30,copy number alteration,
cnaPANCAN300,copy number alteration,
cnaPANCAN301,copy number alteration,"CDK12,ERBB2"
cnaPANCAN302,copy number alteration,
cnaPANCAN303,copy number alteration,
cnaPANCAN304,copy number alteration,
cnaPANCAN305,copy number alteration,
cnaPANCAN306,copy number alteration,
cnaPANCAN307,copy number alteration,TP53
cnaPANCAN308,copy number alteration,
cnaPANCAN309,copy number alteration,
cnaPANCAN31,copy number alteration,
cnaPANCAN310,copy number alteration,MAP2K4
cnaPANCAN311,copy number alteration,
cnaPANCAN312,copy number alteration,
cnaPANCAN313,copy number alteration,
cnaPANCAN314,copy number alteration,
cnaPANCAN315,copy number alteration,NF1
cnaPANCAN316,copy number alteration,
cnaPANCAN317,copy number alteration,
cnaPANCAN318,copy number alteration,
cnaPANCAN319,copy number alteration,
cnaPANCAN32,copy number alteration,
cnaPANCAN320,copy number alteration,
cnaPANCAN321,copy number alteration,
cnaPANCAN322,copy number alteration,
cnaPANCAN323,copy number alteration,
cnaPANCAN325,copy number alteration,
cnaPANCAN326,copy number alteration,
cnaPANCAN327,copy number alteration,
cnaPANCAN328,copy number alteration,
cnaPANCAN329,copy number alteration,
cnaPANCAN33,copy number alteration,
cnaPANCAN330,copy number alteration,
cnaPANCAN331,copy number alteration,
cnaPANCAN332,copy number alteration,
cnaPANCAN333,copy number alteration,RPL10
cnaPANCAN334,copy number alteration,
cnaPANCAN335,copy number alteration,
cnaPANCAN336,copy number alteration,
cnaPANCAN337,copy number alteration,
cnaPANCAN338,copy number alteration,
cnaPANCAN339,copy number alteration,ATRX
cnaPANCAN34,copy number alteration,
cnaPANCAN340,copy number alteration,
cnaPANCAN341,copy number alteration,
cnaPANCAN342,copy number alteration,
cnaPANCAN343,copy number alteration,
cnaPANCAN344,copy number alteration,MYCN
cnaPANCAN345,copy number alteration,
cnaPANCAN346,copy number alteration,"REL,XPO1"
cnaPANCAN347,copy number alteration,
cnaPANCAN348,copy number alteration,
cnaPANCAN349,copy number alteration,
cnaPANCAN35,copy number alteration,
cnaPANCAN350,copy number alteration,
cnaPANCAN351,copy number alteration,NFE2L2
cnaPANCAN352,copy number alteration,PMS1
cnaPANCAN353,copy number alteration,
cnaPANCAN354,copy number alteration,
cnaPANCAN355,copy number alteration,
cnaPANCAN356,copy number alteration,ERCC3
cnaPANCAN357,copy number alteration,
cnaPANCAN358,copy number alteration,
cnaPANCAN359,copy number alteration,
cnaPANCAN36,copy number alteration,RET
cnaPANCAN360,copy number alteration,
cnaPANCAN361,copy number alteration,
cnaPANCAN362,copy number alteration,
cnaPANCAN363,copy number alteration,ASXL1
cnaPANCAN364,copy number alteration,
cnaPANCAN365,copy number alteration,
cnaPANCAN366,copy number alteration,
cnaPANCAN367,copy number alteration,GNAS
cnaPANCAN368,copy number alteration,
cnaPANCAN369,copy number alteration,
cnaPANCAN37,copy number alteration,
cnaPANCAN370,copy number alteration,
cnaPANCAN371,copy number alteration,
cnaPANCAN372,copy number alteration,
cnaPANCAN373,copy number alteration,
cnaPANCAN374,copy number alteration,
cnaPANCAN375,copy number alteration,
cnaPANCAN376,copy number alteration,
cnaPANCAN377,copy number alteration,
cnaPANCAN378,copy number alteration,
cnaPANCAN379,copy number alteration,
cnaPANCAN38,copy number alteration,
cnaPANCAN380,copy number alteration,
cnaPANCAN381,copy number alteration,
cnaPANCAN382,copy number alteration,FLT3
cnaPANCAN383,copy number alteration,
cnaPANCAN384,copy number alteration,ERCC5
cnaPANCAN385,copy number alteration,
cnaPANCAN386,copy number alteration,
cnaPANCAN387,copy number alteration,
cnaPANCAN388,copy number alteration,
cnaPANCAN389,copy number alteration,RB1
cnaPANCAN39,copy number alteration,
cnaPANCAN390,copy number alteration,
cnaPANCAN391,copy number alteration,
cnaPANCAN392,copy number alteration,
cnaPANCAN393,copy number alteration,"FOXA1,NKX2-1"
cnaPANCAN394,copy number alteration,
cnaPANCAN395,copy number alteration,AKT1
cnaPANCAN396,copy number alteration,
cnaPANCAN397,copy number alteration,
cnaPANCAN398,copy number alteration,
cnaPANCAN399,copy number alteration,
cnaPANCAN4,copy number alteration,
cnaPANCAN40,copy number alteration,
cnaPANCAN400,copy number alteration,
cnaPANCAN401,copy number alteration,
cnaPANCAN402,copy number alteration,
cnaPANCAN403,copy number alteration,
cnaPANCAN404,copy number alteration,
cnaPANCAN405,copy number alteration,
cnaPANCAN406,copy number alteration,
cnaPANCAN407,copy number alteration,
cnaPANCAN408,copy number alteration,
cnaPANCAN409,copy number alteration,
cnaPANCAN41,copy number alteration,
cnaPANCAN410,copy number alteration,
cnaPANCAN411,copy number alteration,"BLM,IDH2"
cnaPANCAN412,copy number alteration,
cnaPANCAN413,copy number alteration,
cnaPANCAN414,copy number alteration,
cnaPANCAN415,copy number alteration,BUB1B
cnaPANCAN416,copy number alteration,
cnaPANCAN417,copy number alteration,
cnaPANCAN418,copy number alteration,
cnaPANCAN419,copy number alteration,
cnaPANCAN42,copy number alteration,
cnaPANCAN420,copy number alteration,
cnaPANCAN421,copy number alteration,
cnaPANCAN422,copy number alteration,
cnaPANCAN423,copy number alteration,
cnaPANCAN424,copy number alteration,
cnaPANCAN425,copy number alteration,
cnaPANCAN43,copy number alteration,
cnaPANCAN44,copy number alteration,"BMPR1A,FAS,PTEN"
cnaPANCAN45,copy number alteration,
cnaPANCAN46,copy number alteration,
cnaPANCAN47,copy number alteration,
cnaPANCAN48,copy number alteration,
cnaPANCAN49,copy number alteration,
cnaPANCAN5,copy number alteration,
cnaPANCAN50,copy number alteration,
cnaPANCAN51,copy number alteration,
cnaPANCAN52,copy number alteration,
cnaPANCAN53,copy number alteration,
cnaPANCAN54,copy number alteration,
cnaPANCAN55,copy number alteration,
cnaPANCAN56,copy number alteration,
cnaPANCAN57,copy number alteration,
cnaPANCAN58,copy number alteration,
cnaPANCAN59,copy number alteration,
cnaPANCAN6,copy number alteration,
cnaPANCAN60,copy number alteration,
cnaPANCAN61,copy number alteration,
cnaPANCAN62,copy number alteration,HRAS
cnaPANCAN63,copy number alteration,
cnaPANCAN64,copy number alteration,
cnaPANCAN65,copy number alteration,
cnaPANCAN66,copy number alteration,
cnaPANCAN67,copy number alteration,
cnaPANCAN68,copy number alteration,
cnaPANCAN69,copy number alteration,
cnaPANCAN7,copy number alteration,SMARCA4
cnaPANCAN70,copy number alteration,
cnaPANCAN71,copy number alteration,EXT2
cnaPANCAN72,copy number alteration,
cnaPANCAN73,copy number alteration,
cnaPANCAN74,copy number alteration,
cnaPANCAN75,copy number alteration,
cnaPANCAN76,copy number alteration,
cnaPANCAN77,copy number alteration,
cnaPANCAN78,copy number alteration,
cnaPANCAN79,copy number alteration,
cnaPANCAN8,copy number alteration,
cnaPANCAN80,copy number alteration,SDHD
cnaPANCAN81,copy number alteration,
cnaPANCAN82,copy number alteration,
cnaPANCAN83,copy number alteration,
cnaPANCAN84,copy number alteration,
cnaPANCAN85,copy number alteration,
cnaPANCAN86,copy number alteration,
cnaPANCAN87,copy number alteration,
cnaPANCAN88,copy number alteration,UBR5
cnaPANCAN89,copy number alteration,RAD21
cnaPANCAN9,copy number alteration,
cnaPANCAN90,copy number alteration,
cnaPANCAN91,copy number alteration,MYC
cnaPANCAN92,copy number alteration,
cnaPANCAN93,copy number alteration,
cnaPANCAN94,copy number alteration,
cnaPANCAN95,copy number alteration,
cnaPANCAN96,copy number alteration,
cnaPANCAN97,copy number alteration,
cnaPANCAN98,copy number alteration,
cnaPANCAN99,copy number alteration,
